index,qid1,qid2,qid2_13_text,qid8_text,qid9_text,qid5,qid5_9_text,qid50,qid50_11_text,qid53_text,qid10_1,qid10_2,qid10_3,qid10_4,qid10_5,qid13,qid15_text,qid3,qid4,qid6,qid7,qid7_9_text,qid16,qid17,qid18,qid19_text,qid20,qid21,qid21_6_text,qid22_text,qid39,qid40_text,qid41_text,qid42_text,qid54_text,qid55_text,qid56,qid56_9_text,qid23,qid24_text,qid26,qid25_text,qid27_text,qid52,qid52_3_text,qid28_1,qid28_2,qid49_text,qid38_text,qid43_nps_group,qid43,qid44_text,qid58,qid59_text,q_unansweredpercentage,q_unansweredquestions,duration_secs
101,"Food Truck Festival,Club collaborations (Mahjong, Quidditch, Learn to Be, etc.) ,Arts & Crafts (e.g., Brightening Blooms, UPBling)","Food Festivals ,Swag/giveaway events ,Luncheons or mixers",,Food eating contest but with food shaped like tacos but they are not tacos Rather they are random assortments of foods,Yes food truck bonanzas,"Free food/snacks,Swag (shirts, water bottles, etc.) ,Competition",,"American comfort (burgers, BBQ, wings),Mexican/Latin (tacos, burritos, empanadas),Italian (pasta, pizza, gelato),Asian (Chinese, Japanese, Korean, Thai, etc.),Indian/South Asian,Desserts/sweets focused",,Taco Bell,0.0,45.0,1000.0,1000.0,10.0,Yes,,"Weekday lunchtime (12–2pm),Weekday late afternoon (4–6pm) ,Weekday evening (after 6pm) ,Friday evenings,Saturday afternoons ,Saturday evenings ,Sunday afternoons ,Sunday evenings ,I will attend all events","Gigantic (>1000 people),Huge (300-600 people),Large (80-150 people) ,Medium (30-80 people),Small (<20 people),No preference", Require advance registration ,"Have beef with UPB,Other:",Wendys Wheres the Beef,"Monday,Tuesday ,Wednesday ,Thursday ,Friday ,Saturday ,Sunday",Night (after 8pm),Yes,No unless they have taco bell,3–5 days before,"Email,Posters/flyers ",,Carrier pigeon,Sophomore,Biology,Illinois,Deep dish pizza,Ronald McDonald land trivia,Not particularly,"Museums and cultural centers (Cleveland Museum of Art, Rock Hall, Natural History Museum),Food and market experiences (West Side Market, Little Italy, AsiaTown)",,Yes,,No,,More Informal experiences,Other:,Hamburger,M,M,11.0,Happy Meal Toy,Promoter,10.0,Youre doing everything great right now,Ninja Creami,More specific questions,0.0,,3227.0
102,"Off-campus trips (e.g., Topgolf, NBA/Cavs game, Columbus trip),Thwing Tuesday","Food Festivals ,Pop-up cafes (e.g., bakery, matcha) ,Off-campus experiences or trips ",,Cedar point ,Cedar point,"Free food/snacks,Swag (shirts, water bottles, etc.) ",,"American comfort (burgers, BBQ, wings),Asian (Chinese, Japanese, Korean, Thai, etc.),Desserts/sweets focused",,One pot,0.0,20.0,20.0,20.0,0.0,Yes,30.0,"Weekday evening (after 6pm) ,Friday evenings,Saturday evenings ,Sunday evenings ",Large (80-150 people) , Require advance registration ,"Bad timing,Didn’t interest me",,"Friday ,Saturday ,Sunday","Evening (4pm–8pm) ,Night (after 8pm)",Yes,Busier Not rly,Two weeks or more,"Email,Posters/flyers ",,Email ,Sophomore,Biology ,Shanghai china,Ehhh,Ehhh,Just the usual stuff,"Concert venues (House of Blues, Rocket Mortgage FieldHouse, Blossom Music Center),Food and market experiences (West Side Market, Little Italy, AsiaTown),Outdoor/nature spots (Edgewater Beach, Cleveland Metroparks, Cuyahoga Valley National Park)",,Yes,,No,,Events ,,,S,S,8.0,Electronics,Passive,8.0,More events would be nice,Ninja Creami,,0.05,"QID52,QID59",1788.0
103,I'm a freshman!,"Food Festivals ,Pop-up cafes (e.g., bakery, matcha) ,Arts & Crafts  ",,Day Trips ,,"Free food/snacks,Learning new things ,Live entertainment",,"American comfort (burgers, BBQ, wings),Asian (Chinese, Japanese, Korean, Thai, etc.),Indian/South Asian,Desserts/sweets focused",,Luna Bakery,0.0,30.0,100.0,100.0,5.0,Yes,,"Friday evenings,Saturday afternoons ,Saturday evenings ,Sunday afternoons ,Sunday evenings ",Medium (30-80 people),Either is fine,"Bad timing,Too crowded,Didn’t interest me",,"Friday ,Saturday ,Sunday","Afternoon (12pm–4pm) ,Evening (4pm–8pm) ",Yes,,Two weeks or more,Email,,email,Freshman,Undecided,New Jersey,Festivals ,Textiles Woodcraft,Christmas Diwali ,"Museums and cultural centers (Cleveland Museum of Art, Rock Hall, Natural History Museum),Food and market experiences (West Side Market, Little Italy, AsiaTown),Shopping/entertainment districts (Crocker Park, Pinecrest, Legacy Village)",,Yes,,No,,Small Group Events,Vegetarian,,M,L,8.0,More artistic merch ,,,Tailor events to students with different social comforts plan out events differently for introverts as compared to extroverts,Ninja Creami,I think this was good,0.0512820512820512,"QID19,QID9",708.0
105,"Food Truck Festival,T-shirt or swag giveaways,UPBakery or other pop-up cafes (e.g., Matcha Pop-up),Off-campus trips (e.g., Topgolf, NBA/Cavs game, Columbus trip),Thwing Tuesday","Swag/giveaway events ,Pop-up cafes (e.g., bakery, matcha) ,Off-campus experiences or trips ",,I loved the matcha giveaway,Food truck festival ,"Free food/snacks,Swag (shirts, water bottles, etc.) ,Live entertainment",,"American comfort (burgers, BBQ, wings),Mexican/Latin (tacos, burritos, empanadas),Italian (pasta, pizza, gelato)",,Masons creamery,0.0,20.0,400.0,300.0,5.0,Yes,,"Weekday lunchtime (12–2pm),Weekday evening (after 6pm) ,Friday evenings,Saturday afternoons ,Saturday evenings ,Sunday afternoons ,Sunday evenings ",Large (80-150 people) , Require advance registration ,"Bad timing,Too crowded,Didn’t interest me",,"Monday,Wednesday ,Friday ,Saturday ,Sunday","Evening (4pm–8pm) ,Night (after 8pm)",Yes,,3–5 days before,"Social media ,Posters/flyers ",,Email or social media,Senior,Psychology,Chicago Illinois ,More Mexican food,Volleyball ,Christmas,"Sports games (Guardians, Cavs, Browns, Monsters),Concert venues (House of Blues, Rocket Mortgage FieldHouse, Blossom Music Center),Outdoor/nature spots (Edgewater Beach, Cleveland Metroparks, Cuyahoga Valley National Park),Shopping/entertainment districts (Crocker Park, Pinecrest, Legacy Village)",,Usually,,No,,,,,M,L,9.0,Hats shirts cropped shirts boat totes disposable cameras,Passive,8.0,Make registration for events closer to the actual event,Ninja Creami,Nopeee,0.1219512195121951,"QID52,QID19,QID24,QID15,QID27",615.0
106,"Food Truck Festival,UPBakery or other pop-up cafes (e.g., Matcha Pop-up),UPBeat Spring Concert,Drone Show ,Thwing Tuesday,Arts & Crafts (e.g., Brightening Blooms, UPBling)","Pop-up cafes (e.g., bakery, matcha) ,Major shows or performances (comedians, drone show, etc.) ,Arts & Crafts  ",,Petting zoo,UPBoba,"Free food/snacks,Socializing/meeting new people ,Live entertainment",,"Mexican/Latin (tacos, burritos, empanadas),Italian (pasta, pizza, gelato),Asian (Chinese, Japanese, Korean, Thai, etc.),Mediterranean/Middle Eastern (Greek, Turkish, Lebanese),Desserts/sweets focused",,Barrio prestis Koko,5.0,25.0,500.0,200.0,0.0,Yes,500.0,"Weekday evening (after 6pm) ,Friday evenings,Saturday afternoons ,Saturday evenings ,Sunday afternoons ","Huge (300-600 people),Large (80-150 people) ,Medium (30-80 people)",Either is fine,"Bad timing,Too crowded,Event cost,Didn’t interest me",,"Wednesday ,Friday ,Saturday ,Sunday","Evening (4pm–8pm) ,Night (after 8pm)",Yes,I am less willing during midterms but more willing during finals as my availability is better and I need more breaks during finals,3–5 days before,"Email,Posters/flyers ",,Email,Junior,Nursing,Seattle,Not particularly,I do like the craft events,Not particularly,"Concert venues (House of Blues, Rocket Mortgage FieldHouse, Blossom Music Center),Museums and cultural centers (Cleveland Museum of Art, Rock Hall, Natural History Museum)",,Usually,,No,,Socializing with people,Other:,Nut allergy,M,M,8.0,Stand mixer showconcert tickets fun little crafty things,Passive,7.0,Having more separate spaces during big events to spread people out more,Ninja Creami,Less long some of the questions felt repetitive ,0.024390243902439,QID24,920.0
107,"Food Truck Festival,T-shirt or swag giveaways,UPBakery or other pop-up cafes (e.g., Matcha Pop-up),Thwing Tuesday,Arts & Crafts (e.g., Brightening Blooms, UPBling)","Food Festivals ,Pop-up cafes (e.g., bakery, matcha) ,Arts & Crafts  ",,,Glass blowing UPBlown Away,"Free food/snacks,Live entertainment",,"American comfort (burgers, BBQ, wings),Asian (Chinese, Japanese, Korean, Thai, etc.),Mediterranean/Middle Eastern (Greek, Turkish, Lebanese),Indian/South Asian",,Brassica Pacific East Banana Blossom,0.0,10.0,,,,Yes,,"Friday evenings,Saturday afternoons ,Saturday evenings ,Sunday afternoons ","Large (80-150 people) ,Medium (30-80 people),Small (<20 people)", Require advance registration ,"Bad timing,Too crowded,Required registration",,"Monday,Friday ,Saturday ,Sunday","Morning (8am–12pm) ,Afternoon (12pm–4pm) ,Night (after 8pm)",Yes,,A week,"Email,Social media ",,the weekly emails,Senior,Engineering,Massachusetts,,i like the arts and crafts events where we get to make stuff,,"Concert venues (House of Blues, Rocket Mortgage FieldHouse, Blossom Music Center),Food and market experiences (West Side Market, Little Italy, AsiaTown)",,Yes,,No,,,,,M,L,8.5,large picnic blanket kitchen aid polaroid film or digital camera,Passive,7.0,if I had won the vinyl at the UPB cafe when there were literally only three tickets in the bucket and I STILL DIDNT WIN,Hatch Alarm Clock,,0.2,"QID8,QID52,QID42,QID19,QID15,QID27,QID59,QID55",626.0
108,"Food Truck Festival,T-shirt or swag giveaways,Thwing Tuesday,Club collaborations (Mahjong, Quidditch, Learn to Be, etc.) ","Food Festivals ,Swag/giveaway events ,Pop-up cafes (e.g., bakery, matcha) ",,UPBakery,UPBakery,"Free food/snacks,Swag (shirts, water bottles, etc.) ",,"Mexican/Latin (tacos, burritos, empanadas),Asian (Chinese, Japanese, Korean, Thai, etc.),Mediterranean/Middle Eastern (Greek, Turkish, Lebanese),Indian/South Asian,Desserts/sweets focused",,Rumi Dahlia Cafe Daves hot chicken,0.0,0.0,0.0,0.0,0.0,Yes,10.0,"Weekday lunchtime (12–2pm),Weekday evening (after 6pm) ",No preference, Require advance registration ,Bad timing,,"Monday,Tuesday ,Wednesday ,Saturday ,Sunday","Afternoon (12pm–4pm) ,Evening (4pm–8pm) ,Night (after 8pm)",No,,1–2 days before ,"Email,Friends",,email,Junior,chemical engineering,Oklahoma City,Middle Eastern food,no,no,"Food and market experiences (West Side Market, Little Italy, AsiaTown)",,Yes,,No,,UPB,Halal / Kosher,,L,L,,air fryer,Promoter,10.0,have more vegetarian options,Air Fryer,make them shorter,0.0,,719.0
109,"T-shirt or swag giveaways,UPBakery or other pop-up cafes (e.g., Matcha Pop-up),Off-campus trips (e.g., Topgolf, NBA/Cavs game, Columbus trip),Spring Comedian at Severance Hall,Drone Show ,Thwing Tuesday,Arts & Crafts (e.g., Brightening Blooms, UPBling)","Swag/giveaway events ,Club or organization collaborations ,Workshops/skill-building ",,Collab with the film society for an event with short movies food activities like tote bag decorating,back to school bash,"Free food/snacks,Swag (shirts, water bottles, etc.) ,Learning new things ",,"Asian (Chinese, Japanese, Korean, Thai, etc.),Mediterranean/Middle Eastern (Greek, Turkish, Lebanese)",,bibibop,0.0,0.0,0.0,0.0,0.0,No,,Sunday afternoons ,"Large (80-150 people) ,Medium (30-80 people)",Either is fine,"Bad timing,Didn’t interest me",,"Friday ,Sunday",Evening (4pm–8pm) ,Yes,more busy not as much,A week,"Email,Friends",,email,Junior,mechanical engineering,Rochester NY,no,classical music,nothing that isnt already,"Concert venues (House of Blues, Rocket Mortgage FieldHouse, Blossom Music Center),Museums and cultural centers (Cleveland Museum of Art, Rock Hall, Natural History Museum),Food and market experiences (West Side Market, Little Italy, AsiaTown),Outdoor/nature spots (Edgewater Beach, Cleveland Metroparks, Cuyahoga Valley National Park)",,Yes,,No,,sharing experiences with friends on campus like playing or watching concerts or just having dinner together,,,M,M,9.0,fuzzy socks,Promoter,10.0,,Air Fryer,estimate how long it will take and include that info,0.0512820512820512,"QID44,QID52",698.0
110,"T-shirt or swag giveaways,Off-campus trips (e.g., Topgolf, NBA/Cavs game, Columbus trip),Arts & Crafts (e.g., Brightening Blooms, UPBling)","Off-campus experiences or trips ,Arts & Crafts  ,Workshops/skill-building ",,outdoor movie on frieberger field,cedar point,"Free food/snacks,Socializing/meeting new people ,Learning new things ",,"American comfort (burgers, BBQ, wings),Mexican/Latin (tacos, burritos, empanadas),Italian (pasta, pizza, gelato),Asian (Chinese, Japanese, Korean, Thai, etc.),Mediterranean/Middle Eastern (Greek, Turkish, Lebanese),Indian/South Asian,African/Caribbean,Desserts/sweets focused",,angelas family diner,0.0,10.0,40.0,40.0,0.0,Yes,,"Weekday evening (after 6pm) ,Friday evenings,Saturday afternoons ,Saturday evenings ,Sunday afternoons ,Sunday evenings ",No preference,Either is fine,"Didn’t hear about it,Bad timing,Event cost,Didn’t interest me",,"Friday ,Saturday ,Sunday","Morning (8am–12pm) ,Night (after 8pm)",Yes,,A week,"Email,Posters/flyers ,Friends,Tabling",,email or word of mouth,Sophomore,mathematics and physics,pittsburgh,,craftsfabrication music making,,"Sports games (Guardians, Cavs, Browns, Monsters),Outdoor/nature spots (Edgewater Beach, Cleveland Metroparks, Cuyahoga Valley National Park),Other:",cedar point,Usually,,No,,seeing happy people on campus,,,L,L,,jackets hats,Detractor,6.0,find methods of advertisement outside of social media for those of us who dont have social media,Air Fryer,,0.1707317073170731,"QID52,QID42,QID19,QID24,QID15,QID59,QID55",567.0
111,"Food Truck Festival,T-shirt or swag giveaways,UPBeat Spring Concert,Thwing Tuesday","Swag/giveaway events ,Off-campus experiences or trips ,Concerts or live music ",,Offcampus trips Specifically I wish there was an opportunity to try locally made food in a farm  ,When we went to Cedar point,"Swag (shirts, water bottles, etc.) ,Performance,Cultural representation",,"Mexican/Latin (tacos, burritos, empanadas),Indian/South Asian,African/Caribbean",,I would like to see more latin restaurants  ,10.0,25.0,200.0,200.0,0.0,Yes,,"Weekday evening (after 6pm) ,Friday evenings,Saturday afternoons ,Saturday evenings ,Sunday afternoons ,Sunday evenings ","Large (80-150 people) ,Medium (30-80 people)",Either is fine,"Too crowded,Event cost",,"Thursday ,Friday ,Saturday ,Sunday","Evening (4pm–8pm) ,Night (after 8pm)",No,,A week,"Email,Friends",,Emails,Sophomore,Medical Anthropology,New York City New YorkUnited StatesBronx,Latin Dance,,,"Food and market experiences (West Side Market, Little Italy, AsiaTown),Outdoor/nature spots (Edgewater Beach, Cleveland Metroparks, Cuyahoga Valley National Park),Shopping/entertainment districts (Crocker Park, Pinecrest, Legacy Village)",,Yes,,No,,Board Games,,,S,M,7.5,Pins with engraved dates It is a good way to remember what activities I partook in and in what year ,Passive,8.0,More tickets Usually tickets are hard to obtain for popular events ,Hatch Alarm Clock,None ,0.0256410256410256,QID52,748.0
112,None of these,"Food Festivals ,Off-campus experiences or trips ,Arts & Crafts  ",,,,"Free food/snacks,Cultural representation,Other:",,"Asian (Chinese, Japanese, Korean, Thai, etc.),Desserts/sweets focused",,,0.0,0.0,0.0,0.0,0.0,Yes,50.0,"Saturday afternoons ,Saturday evenings ,Sunday afternoons ,Sunday evenings ","Large (80-150 people) ,No preference",Either is fine,"Bad timing,Too crowded,Travel time",,Friday ,Morning (8am–12pm) ,No,,A week,Email,,,Sophomore,biochem,,,,,,,Usually,,No,,,Other:,,M,M,5.5,,Detractor,5.0,,Ninja Creami,,0.35,"QID9,QID8,QID41,QID56,QID42,QID53,QID24,QID54,QID27,QID59,QID22,QID55,QID38,QID44",311.0
113,"T-shirt or swag giveaways,UPBakery or other pop-up cafes (e.g., Matcha Pop-up),Off-campus trips (e.g., Topgolf, NBA/Cavs game, Columbus trip),Spring Comedian at Severance Hall,Drone Show ,Thwing Tuesday","Food Festivals ,Swag/giveaway events ,Pop-up cafes (e.g., bakery, matcha) ",,An event similar to the study overs but more relaxed and in the middle of the semester,Spring Comedian,"Free food/snacks,Swag (shirts, water bottles, etc.) ,Socializing/meeting new people ",,"Asian (Chinese, Japanese, Korean, Thai, etc.),Mediterranean/Middle Eastern (Greek, Turkish, Lebanese),Desserts/sweets focused",,Really any ,0.0,10.0,30.0,30.0,0.0,Yes,40.0,"Weekday late afternoon (4–6pm) ,Weekday evening (after 6pm) ,Friday evenings","Large (80-150 people) ,Medium (30-80 people),Small (<20 people)",Either is fine,"Didn’t hear about it,Bad timing,Too crowded,Event cost",,"Tuesday ,Thursday ,Saturday ","Evening (4pm–8pm) ,Night (after 8pm)",Yes,I would still be willing to go to faster events because I spend more time studying ,3–5 days before,"Email,Social media ,Friends",,Email,Sophomore,Chemical Engineering,PA,Middle eastern cuisine ,not really ,no ,"Sports games (Guardians, Cavs, Browns, Monsters),Food and market experiences (West Side Market, Little Italy, AsiaTown),Outdoor/nature spots (Edgewater Beach, Cleveland Metroparks, Cuyahoga Valley National Park)",,Usually,,No,,,,,M,L,,Hoodie giveaways ,Detractor,5.0,Not sure how this can be done but make the thwing tuesdays and similar events a bit faster less busy,Hatch Alarm Clock,better prizes,0.073170731707317,"QID24,QID27,QID52",837.0
114,I'm a freshman!,"Off-campus experiences or trips ,Concerts or live music ,Club or organization collaborations ",,UPBeat Spring Concert,UPBeat Spring Concert,"Free food/snacks,Socializing/meeting new people ,Live entertainment",,"Mediterranean/Middle Eastern (Greek, Turkish, Lebanese)",,Blue Agave,0.0,20.0,,,5.0,Yes,500.0,"Friday evenings,Saturday afternoons ,Sunday afternoons ",No preference,Either is fine,"Didn’t hear about it,Bad timing,Event cost",,"Friday ,Saturday ,Sunday","Afternoon (12pm–4pm) ,Evening (4pm–8pm) ",Yes,I need more Time to study yes depending on cost and distance from campus,3–5 days before,"Posters/flyers ,Friends",,Email,Freshman,Finance,Knoxville TN,Hispanic,,,"Concert venues (House of Blues, Rocket Mortgage FieldHouse, Blossom Music Center),Outdoor/nature spots (Edgewater Beach, Cleveland Metroparks, Cuyahoga Valley National Park)",,Yes,,No,,Talking to people,Other:,,M,M,10.0,Phone magnet wallets keychains pins,,,More drink stations,Air Fryer,No,0.0512820512820512,"QID54,QID55",442.0
